"","ZIPCODE","Calls311","Shelters","Crime","TotalHomeless","TotalSheltered","TotalUnsheltered","YouthHomeless","city.x","state.x","LATITUDE.x","LONGITUDE.x","CRIME.CODE.DESCRIPTION","LOCATION","LATITUDE.y","LONGITUDE.y","city.y","state.y"
"73",90302,2,NA,NA,95,61,34,61,"Inglewood","CA",33.9753,-118.3556,NA,NA,NA,NA,NA,NA
"74",90404,7,NA,NA,500,149,351,149,"Santa Monica","CA",34.027,-118.4743,NA,NA,NA,NA,NA,NA
"75",90405,3,NA,NA,822,109,713,109,"Santa Monica","CA",34.0093,-118.4729,NA,NA,NA,NA,NA,NA
"76",90501,8,NA,NA,156,0,156,0,"Torrance","CA",33.8288,-118.3137,NA,NA,NA,NA,NA,NA
"77",90710,38,NA,NA,249,6,243,6,"Harbor City","CA",33.7973,-118.3007,NA,NA,NA,NA,NA,NA
"78",90731,219,5,NA,503,97,406,97,"San Pedro","CA",33.7324,-118.2891,NA,NA,NA,NA,NA,NA
"79",90732,4,NA,NA,125,0,125,0,"San Pedro","CA",33.7367,-118.3112,NA,NA,NA,NA,NA,NA
"80",90744,140,2,NA,651,19,632,19,"Wilmington","CA",33.784,-118.259,NA,NA,NA,NA,NA,NA
"81",90810,6,NA,NA,231,0,231,0,"Long Beach","CA",33.8162,-118.215,NA,NA,NA,NA,NA,NA
"82",91040,271,NA,NA,355,138,217,138,"Sunland","CA",34.2612,-118.3189,NA,NA,NA,NA,NA,NA
"83",91042,63,1,NA,316,138,178,138,"Tujunga","CA",34.257,-118.2845,NA,NA,NA,NA,NA,NA
"84",91105,1,2,NA,37,0,37,0,"Pasadena","CA",34.1379,-118.1633,NA,NA,NA,NA,NA,NA
"85",91205,1,NA,NA,5,0,5,0,"Glendale","CA",34.1385,-118.243,NA,NA,NA,NA,NA,NA
"86",91303,141,1,NA,189,61,128,61,"Canoga Park","CA",34.1982,-118.6021,NA,NA,NA,NA,NA,NA
"87",91304,93,NA,NA,293,76,217,76,"Canoga Park","CA",34.2187,-118.6254,NA,NA,NA,NA,NA,NA
"88",91306,121,2,NA,128,15,113,15,"Winnetka","CA",34.2094,-118.5774,NA,NA,NA,NA,NA,NA
"89",91307,59,NA,NA,43,0,43,0,"West Hills","CA",34.1977,-118.648,NA,NA,NA,NA,NA,NA
"90",91311,586,1,NA,296,105,191,105,"Chatsworth","CA",34.2591,-118.5943,NA,NA,NA,NA,NA,NA
"91",91316,166,NA,NA,101,0,101,0,"Encino","CA",34.1688,-118.5164,NA,NA,NA,NA,NA,NA
"92",91324,65,NA,NA,260,99,161,99,"Northridge","CA",34.2404,-118.5504,NA,NA,NA,NA,NA,NA
"93",91325,30,NA,NA,271,124,147,124,"Northridge","CA",34.2351,-118.5177,NA,NA,NA,NA,NA,NA
"94",91326,17,NA,NA,73,0,73,0,"Northridge","CA",34.2762,-118.5458,NA,NA,NA,NA,NA,NA
"95",91331,295,NA,NA,598,162,436,162,"Pacoima","CA",34.2548,-118.4241,NA,NA,NA,NA,NA,NA
"96",91335,131,1,NA,220,41,179,41,"Reseda","CA",34.2001,-118.541,NA,NA,NA,NA,NA,NA
"97",91340,55,NA,NA,87,0,87,0,"San Fernando","CA",34.2849,-118.4382,NA,NA,NA,NA,NA,NA
"98",91342,194,NA,NA,613,159,454,159,"Sylmar","CA",34.3079,-118.429,NA,NA,NA,NA,NA,NA
"99",91343,352,1,NA,377,47,330,47,"North Hills","CA",34.2395,-118.4822,NA,NA,NA,NA,NA,NA
"100",91344,166,NA,NA,172,0,172,0,"Granada Hills","CA",34.2776,-118.5005,NA,NA,NA,NA,NA,NA
"101",91345,135,NA,NA,53,0,53,0,"Mission Hills","CA",34.2646,-118.4596,NA,NA,NA,NA,NA,NA
"102",91352,284,NA,NA,950,471,479,471,"Sun Valley","CA",34.2241,-118.3756,NA,NA,NA,NA,NA,NA
"103",91356,181,NA,NA,67,0,67,0,"Tarzana","CA",34.1643,-118.5447,NA,NA,NA,NA,NA,NA
"104",91364,239,NA,NA,78,0,78,0,"Woodland Hills","CA",34.1582,-118.6006,NA,NA,NA,NA,NA,NA
"105",91367,333,NA,NA,188,0,188,0,"Woodland Hills","CA",34.1762,-118.6199,NA,NA,NA,NA,NA,NA
"106",91401,238,3,NA,279,89,190,89,"Van Nuys","CA",34.1765,-118.4331,NA,NA,NA,NA,NA,NA
"107",91402,313,NA,NA,252,63,189,63,"Panorama City","CA",34.2238,-118.4432,NA,NA,NA,NA,NA,NA
"108",91403,94,NA,NA,79,0,79,0,"Sherman Oaks","CA",34.1525,-118.464,NA,NA,NA,NA,NA,NA
"109",91405,304,NA,NA,235,4,231,4,"Van Nuys","CA",34.1997,-118.4472,NA,NA,NA,NA,NA,NA
"110",91406,279,NA,NA,265,0,265,0,"Van Nuys","CA",34.2015,-118.4938,NA,NA,NA,NA,NA,NA
"111",91411,166,NA,NA,146,15,131,15,"Van Nuys","CA",34.1783,-118.4586,NA,NA,NA,NA,NA,NA
"112",91423,91,1,NA,125,31,94,31,"Sherman Oaks","CA",34.1536,-118.4322,NA,NA,NA,NA,NA,NA
"113",91436,133,NA,NA,92,0,92,0,"Encino","CA",34.1556,-118.4893,NA,NA,NA,NA,NA,NA
"114",91504,2,NA,NA,92,47,45,47,"Burbank","CA",34.2013,-118.3299,NA,NA,NA,NA,NA,NA
"115",91505,1,NA,NA,149,0,149,0,"Burbank","CA",34.1669,-118.3437,NA,NA,NA,NA,NA,NA
"116",91601,169,2,NA,231,0,231,0,"North Hollywood","CA",34.1682,-118.3725,NA,NA,NA,NA,NA,NA
"117",91602,107,NA,NA,66,0,66,0,"North Hollywood","CA",34.1525,-118.3684,NA,NA,NA,NA,NA,NA
"118",91604,207,NA,NA,136,0,136,0,"Studio City","CA",34.1439,-118.3943,NA,NA,NA,NA,NA,NA
"119",91605,302,4,NA,832,421,411,421,"North Hollywood","CA",34.2081,-118.4011,NA,NA,NA,NA,NA,NA
"120",91606,148,NA,NA,559,9,550,9,"North Hollywood","CA",34.1857,-118.3884,NA,NA,NA,NA,NA,NA
"121",91607,74,NA,NA,123,9,114,9,"Valley Village","CA",34.1657,-118.3999,NA,NA,NA,NA,NA,NA
"122",NA,1027169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",90073,NA,2,NA,384,345,39,345,"Los Angeles","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"124",90221,NA,3,NA,525,245,280,245,"Compton","CA",33.8933,-118.204,NA,NA,NA,NA,NA,NA
"125",90254,NA,1,NA,70,6,64,6,"Hermosa Beach","CA",33.8663,-118.3997,NA,NA,NA,NA,NA,NA
"126",90255,NA,1,NA,313,76,237,76,"Huntington Park","CA",33.9784,-118.2177,NA,NA,NA,NA,NA,NA
"127",90260,NA,1,NA,83,29,54,29,"Lawndale","CA",33.8884,-118.3536,NA,NA,NA,NA,NA,NA
"128",90262,NA,1,NA,117,0,117,0,"Lynwood","CA",33.9246,-118.2019,NA,NA,NA,NA,NA,NA
"129",90401,NA,4,NA,515,183,332,183,"Santa Monica","CA",34.0149,-118.4922,NA,NA,NA,NA,NA,NA
"130",90403,NA,2,NA,185,65,120,65,"Santa Monica","CA",34.0322,-118.4902,NA,NA,NA,NA,NA,NA
"131",90602,NA,3,NA,194,0,194,0,"Whittier","CA",33.9676,-118.0338,NA,NA,NA,NA,NA,NA
"132",90660,NA,1,NA,113,6,107,6,"Pico Rivera","CA",33.989,-118.0891,NA,NA,NA,NA,NA,NA
"133",90745,NA,2,NA,197,0,197,0,"Carson","CA",33.8238,-118.2668,NA,NA,NA,NA,NA,NA
"134",90802,NA,2,NA,NA,NA,NA,NA,"Long Beach","CA",33.769,-118.1923,NA,NA,NA,NA,NA,NA
"135",90803,NA,1,NA,NA,NA,NA,NA,"Long Beach","CA",33.7611,-118.1299,NA,NA,NA,NA,NA,NA
"136",90806,NA,1,NA,15,0,15,0,"Long Beach","CA",33.8018,-118.1858,NA,NA,NA,NA,NA,NA
"137",90808,NA,1,NA,16,0,16,0,"Long Beach","CA",33.8233,-118.1133,NA,NA,NA,NA,NA,NA
"138",90813,NA,7,NA,NA,NA,NA,NA,"Long Beach","CA",33.781,-118.192,NA,NA,NA,NA,NA,NA
"139",91006,NA,1,NA,29,0,29,0,"Arcadia","CA",34.1341,-118.0266,NA,NA,NA,NA,NA,NA
"140",91016,NA,2,NA,84,0,84,0,"Monrovia","CA",34.1408,-118.0018,NA,NA,NA,NA,NA,NA
"141",91101,NA,1,NA,NA,NA,NA,NA,"Pasadena","CA",34.1466,-118.1391,NA,NA,NA,NA,NA,NA
"142",91104,NA,2,NA,9,0,9,0,"Pasadena","CA",34.1694,-118.1239,NA,NA,NA,NA,NA,NA
"143",91106,NA,2,NA,1,0,1,0,"Pasadena","CA",34.1426,-118.1272,NA,NA,NA,NA,NA,NA
"144",91204,NA,1,NA,NA,NA,NA,NA,"Glendale","CA",34.1353,-118.2595,NA,NA,NA,NA,NA,NA
"145",91206,NA,1,NA,0,0,0,0,"Glendale","CA",34.1567,-118.2294,NA,NA,NA,NA,NA,NA
"146",91321,NA,1,NA,255,202,53,202,"Newhall","CA",34.3778,-118.5149,NA,NA,NA,NA,NA,NA
"147",91502,NA,1,NA,75,0,75,0,"Burbank","CA",34.1776,-118.3095,NA,NA,NA,NA,NA,NA
"148",91506,NA,1,NA,39,0,39,0,"Burbank","CA",34.1697,-118.3236,NA,NA,NA,NA,NA,NA
"149",91702,NA,1,NA,81,0,81,0,"Azusa","CA",34.1289,-117.9031,NA,NA,NA,NA,NA,NA
"150",91706,NA,1,NA,137,0,137,0,"Baldwin Park","CA",34.0871,-117.9697,NA,NA,NA,NA,NA,NA
"151",91711,NA,2,NA,35,21,14,21,"Claremont","CA",34.11,-117.7197,NA,NA,NA,NA,NA,NA
"152",91731,NA,3,NA,204,168,36,168,"El Monte","CA",34.0766,-118.0394,NA,NA,NA,NA,NA,NA
"153",91745,NA,1,NA,244,0,244,0,"Hacienda Heights","CA",34.0006,-117.9694,NA,NA,NA,NA,NA,NA
"154",91748,NA,1,NA,114,8,106,8,"Rowland Heights","CA",33.985,-117.8971,NA,NA,NA,NA,NA,NA
"155",91766,NA,1,NA,466,181,285,181,"Pomona","CA",34.0456,-117.7531,NA,NA,NA,NA,NA,NA
"156",91767,NA,1,NA,519,273,246,273,"Pomona","CA",34.0801,-117.7386,NA,NA,NA,NA,NA,NA
"157",91768,NA,2,NA,384,188,196,188,"Pomona","CA",34.0652,-117.7793,NA,NA,NA,NA,NA,NA
"158",91776,NA,2,NA,24,12,12,12,"San Gabriel","CA",34.0891,-118.0951,NA,NA,NA,NA,NA,NA
"159",91786,NA,1,NA,1,0,1,0,"Upland","CA",34.1017,-117.6578,NA,NA,NA,NA,NA,NA
"160",91790,NA,1,NA,50,0,50,0,"West Covina","CA",34.0681,-117.9384,NA,NA,NA,NA,NA,NA
"161",93534,NA,8,NA,774,211,563,211,"Lancaster","CA",34.6987,-118.1502,NA,NA,NA,NA,NA,NA
"162",93535,NA,2,NA,955,222,733,222,"Lancaster","CA",34.6919,-117.9776,NA,NA,NA,NA,NA,NA
"163",93550,NA,2,NA,210,0,210,0,"Palmdale","CA",34.5655,-118.0855,NA,NA,NA,NA,NA,NA
"164",90009,NA,NA,NA,24,0,24,0,"Los Angeles","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"165",90022,NA,NA,NA,265,42,223,42,"Los Angeles","CA",34.0237,-118.1558,NA,NA,NA,NA,NA,NA
"166",90030,NA,NA,NA,5,0,5,0,"Los Angeles","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"167",90040,NA,NA,NA,551,399,152,399,"Los Angeles","CA",33.9975,-118.1528,NA,NA,NA,NA,NA,NA
"168",90050,NA,NA,NA,2,0,2,0,"Los Angeles","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"169",90051,NA,NA,NA,5,0,5,0,"Los Angeles","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"170",90052,NA,NA,NA,29,0,29,0,"Los Angeles","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"171",90053,NA,NA,NA,58,0,58,0,"Los Angeles","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"172",90054,NA,NA,NA,5,0,5,0,"Los Angeles","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"173",90055,NA,NA,NA,123,33,90,33,"Los Angeles","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"174",90056,NA,NA,NA,49,0,49,0,"Los Angeles","CA",33.9862,-118.371,NA,NA,NA,NA,NA,NA
"175",90060,NA,NA,NA,5,0,5,0,"Los Angeles","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"176",90070,NA,NA,NA,4,0,4,0,"Los Angeles","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"177",90072,NA,NA,NA,145,132,13,132,"Los Angeles","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"178",90074,NA,NA,NA,123,33,90,33,"Los Angeles","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"179",90075,NA,NA,NA,24,0,24,0,"Los Angeles","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"180",90076,NA,NA,NA,24,0,24,0,"Los Angeles","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"181",90078,NA,NA,NA,135,63,72,63,"Los Angeles","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"182",90079,NA,NA,NA,27,0,27,0,"Los Angeles","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"183",90081,NA,NA,NA,123,33,90,33,"Los Angeles","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"184",90082,NA,NA,NA,61,0,61,0,"Los Angeles","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"185",90083,NA,NA,NA,21,0,21,0,"Los Angeles","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"186",90084,NA,NA,NA,123,33,90,33,"Los Angeles","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"187",90086,NA,NA,NA,5,0,5,0,"Los Angeles","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"188",90087,NA,NA,NA,5,0,5,0,"Los Angeles","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"189",90089,NA,NA,NA,341,136,205,136,"Los Angeles","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"190",90090,NA,NA,NA,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",90091,NA,NA,NA,46,0,46,0,"Los Angeles","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"192",90093,NA,NA,NA,135,63,72,63,"Los Angeles","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"193",90201,NA,NA,NA,711,455,256,455,"Bell","CA",33.9728,-118.1739,NA,NA,NA,NA,NA,NA
"194",90202,NA,NA,NA,0,0,0,0,"Bell Gardens","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"195",90209,NA,NA,NA,3,0,3,0,"Beverly Hills","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"196",90211,NA,NA,NA,8,0,8,0,"Beverly Hills","CA",34.066,-118.3827,NA,NA,NA,NA,NA,NA
"197",90212,NA,NA,NA,22,0,22,0,"Beverly Hills","CA",34.0609,-118.4019,NA,NA,NA,NA,NA,NA
"198",90213,NA,NA,NA,3,0,3,0,"Beverly Hills","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"199",90220,NA,NA,NA,439,212,227,212,"Compton","CA",33.8906,-118.2367,NA,NA,NA,NA,NA,NA
"200",90222,NA,NA,NA,250,0,250,0,"Compton","CA",33.9107,-118.2362,NA,NA,NA,NA,NA,NA
"201",90223,NA,NA,NA,65,56,9,56,"Compton","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"202",90224,NA,NA,NA,6,0,6,0,"Compton","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"203",90231,NA,NA,NA,15,0,15,0,"Culver City","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"204",90239,NA,NA,NA,3,0,3,0,"Downey","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"205",90240,NA,NA,NA,15,0,15,0,"Downey","CA",33.9584,-118.1199,NA,NA,NA,NA,NA,NA
"206",90241,NA,NA,NA,135,9,126,9,"Downey","CA",33.9423,-118.129,NA,NA,NA,NA,NA,NA
"207",90242,NA,NA,NA,77,0,77,0,"Downey","CA",33.9202,-118.1429,NA,NA,NA,NA,NA,NA
"208",90249,NA,NA,NA,222,58,164,58,"Gardena","CA",33.8993,-118.319,NA,NA,NA,NA,NA,NA
"209",90250,NA,NA,NA,157,7,150,7,"Hawthorne","CA",33.9146,-118.3509,NA,NA,NA,NA,NA,NA
"210",90251,NA,NA,NA,2,0,2,0,"Hawthorne","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"211",90261,NA,NA,NA,18,0,18,0,"Lawndale","CA",33.8954,-118.3769,NA,NA,NA,NA,NA,NA
"212",90263,NA,NA,NA,10,0,10,0,"Malibu","CA",34.0351,-118.7075,NA,NA,NA,NA,NA,NA
"213",90264,NA,NA,NA,83,0,83,0,"Malibu","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"214",90265,NA,NA,NA,202,0,202,0,"Malibu","CA",34.0511,-118.8077,NA,NA,NA,NA,NA,NA
"215",90266,NA,NA,NA,8,0,8,0,"Manhattan Beach","CA",33.889,-118.4054,NA,NA,NA,NA,NA,NA
"216",90267,NA,NA,NA,0,0,0,0,"Manhattan Beach","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"217",90270,NA,NA,NA,543,445,98,445,"Maywood","CA",33.9888,-118.1864,NA,NA,NA,NA,NA,NA
"218",90274,NA,NA,NA,9,0,9,0,"Palos Verdes Peninsula","CA",33.7841,-118.3875,NA,NA,NA,NA,NA,NA
"219",90275,NA,NA,NA,25,0,25,0,"Rancho Palos Verdes","CA",33.7582,-118.3643,NA,NA,NA,NA,NA,NA
"220",90277,NA,NA,NA,101,0,101,0,"Redondo Beach","CA",33.8288,-118.3832,NA,NA,NA,NA,NA,NA
"221",90278,NA,NA,NA,163,0,163,0,"Redondo Beach","CA",33.8712,-118.3718,NA,NA,NA,NA,NA,NA
"222",90280,NA,NA,NA,274,56,218,56,"South Gate","CA",33.9443,-118.1949,NA,NA,NA,NA,NA,NA
"223",90290,NA,NA,NA,23,0,23,0,"Topanga","CA",34.1014,-118.5993,NA,NA,NA,NA,NA,NA
"224",90294,NA,NA,NA,116,0,116,0,"Venice","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"225",90295,NA,NA,NA,35,0,35,0,"Marina Del Rey","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"226",90296,NA,NA,NA,8,0,8,0,"Playa Del Rey","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"227",90301,NA,NA,NA,384,287,97,287,"Inglewood","CA",33.9559,-118.3587,NA,NA,NA,NA,NA,NA
"228",90303,NA,NA,NA,176,0,176,0,"Inglewood","CA",33.9342,-118.3326,NA,NA,NA,NA,NA,NA
"229",90304,NA,NA,NA,178,0,178,0,"Inglewood","CA",33.9362,-118.3608,NA,NA,NA,NA,NA,NA
"230",90305,NA,NA,NA,21,0,21,0,"Inglewood","CA",33.9603,-118.3252,NA,NA,NA,NA,NA,NA
"231",90306,NA,NA,NA,31,0,31,0,"Inglewood","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"232",90307,NA,NA,NA,31,0,31,0,"Inglewood","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"233",90308,NA,NA,NA,31,0,31,0,"Inglewood","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"234",90309,NA,NA,NA,1,0,1,0,"Inglewood","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"235",90310,NA,NA,NA,7,0,7,0,"Inglewood","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"236",90402,NA,NA,NA,122,0,122,0,"Santa Monica","CA",34.0368,-118.5012,NA,NA,NA,NA,NA,NA
"237",90406,NA,NA,NA,193,0,193,0,"Santa Monica","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"238",90408,NA,NA,NA,84,65,19,65,"Santa Monica","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"239",90409,NA,NA,NA,29,0,29,0,"Santa Monica","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"240",90502,NA,NA,NA,177,0,177,0,"Torrance","CA",33.8334,-118.292,NA,NA,NA,NA,NA,NA
"241",90503,NA,NA,NA,47,0,47,0,"Torrance","CA",33.8403,-118.3559,NA,NA,NA,NA,NA,NA
"242",90504,NA,NA,NA,94,0,94,0,"Torrance","CA",33.8704,-118.3307,NA,NA,NA,NA,NA,NA
"243",90505,NA,NA,NA,58,14,44,14,"Torrance","CA",33.8108,-118.351,NA,NA,NA,NA,NA,NA
"244",90506,NA,NA,NA,12,0,12,0,"Torrance","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"245",90507,NA,NA,NA,2,0,2,0,"Torrance","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"246",90508,NA,NA,NA,2,0,2,0,"Torrance","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"247",90510,NA,NA,NA,1,0,1,0,"Torrance","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"248",90601,NA,NA,NA,240,6,234,6,"Whittier","CA",34.0023,-118.0356,NA,NA,NA,NA,NA,NA
"249",90603,NA,NA,NA,168,150,18,150,"Whittier","CA",33.9414,-117.9948,NA,NA,NA,NA,NA,NA
"250",90604,NA,NA,NA,193,97,96,97,"Whittier","CA",33.9292,-118.009,NA,NA,NA,NA,NA,NA
"251",90605,NA,NA,NA,335,176,159,176,"Whittier","CA",33.9454,-118.0336,NA,NA,NA,NA,NA,NA
"252",90606,NA,NA,NA,210,43,167,43,"Whittier","CA",33.9783,-118.0678,NA,NA,NA,NA,NA,NA
"253",90607,NA,NA,NA,0,0,0,0,"Whittier","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"254",90608,NA,NA,NA,50,0,50,0,"Whittier","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"255",90609,NA,NA,NA,0,0,0,0,"Whittier","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"256",90623,NA,NA,NA,0,0,0,0,"La Palma","CA",33.8493,-118.044,NA,NA,NA,NA,NA,NA
"257",90630,NA,NA,NA,4,0,4,0,"Cypress","CA",33.8175,-118.0399,NA,NA,NA,NA,NA,NA
"258",90631,NA,NA,NA,10,0,10,0,"La Habra","CA",33.9345,-117.9516,NA,NA,NA,NA,NA,NA
"259",90637,NA,NA,NA,0,0,0,0,"La Mirada","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"260",90638,NA,NA,NA,95,26,69,26,"La Mirada","CA",33.9021,-118.0097,NA,NA,NA,NA,NA,NA
"261",90639,NA,NA,NA,2,0,2,0,"La Mirada","CA",33.9058,-118.0182,NA,NA,NA,NA,NA,NA
"262",90640,NA,NA,NA,141,0,141,0,"Montebello","CA",34.0142,-118.1136,NA,NA,NA,NA,NA,NA
"263",90650,NA,NA,NA,271,101,170,101,"Norwalk","CA",33.9069,-118.0834,NA,NA,NA,NA,NA,NA
"264",90651,NA,NA,NA,24,0,24,0,"Norwalk","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"265",90652,NA,NA,NA,21,0,21,0,"Norwalk","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"266",90662,NA,NA,NA,9,0,9,0,"Pico Rivera","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"267",90670,NA,NA,NA,280,144,136,144,"Santa Fe Springs","CA",33.9336,-118.0682,NA,NA,NA,NA,NA,NA
"268",90701,NA,NA,NA,36,24,12,24,"Artesia","CA",33.8672,-118.0806,NA,NA,NA,NA,NA,NA
"269",90702,NA,NA,NA,27,24,3,24,"Artesia","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"270",90703,NA,NA,NA,63,0,63,0,"Cerritos","CA",33.8683,-118.0675,NA,NA,NA,NA,NA,NA
"271",90704,NA,NA,NA,19,0,19,0,"Avalon","CA",33.3686,-118.4084,NA,NA,NA,NA,NA,NA
"272",90706,NA,NA,NA,241,65,176,65,"Bellflower","CA",33.8882,-118.1276,NA,NA,NA,NA,NA,NA
"273",90707,NA,NA,NA,5,0,5,0,"Bellflower","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"274",90711,NA,NA,NA,2,0,2,0,"Lakewood","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"275",90712,NA,NA,NA,11,0,11,0,"Lakewood","CA",33.852,-118.1468,NA,NA,NA,NA,NA,NA
"276",90713,NA,NA,NA,12,0,12,0,"Lakewood","CA",33.8473,-118.1134,NA,NA,NA,NA,NA,NA
"277",90714,NA,NA,NA,2,0,2,0,"Lakewood","CA",33.8512,-118.1339,NA,NA,NA,NA,NA,NA
"278",90715,NA,NA,NA,28,0,28,0,"Lakewood","CA",33.841,-118.0778,NA,NA,NA,NA,NA,NA
"279",90716,NA,NA,NA,36,0,36,0,"Hawaiian Gardens","CA",33.8286,-118.0736,NA,NA,NA,NA,NA,NA
"280",90717,NA,NA,NA,134,14,120,14,"Lomita","CA",33.7934,-118.3161,NA,NA,NA,NA,NA,NA
"281",90723,NA,NA,NA,65,0,65,0,"Paramount","CA",33.8999,-118.1623,NA,NA,NA,NA,NA,NA
"282",90733,NA,NA,NA,61,0,61,0,"San Pedro","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"283",90734,NA,NA,NA,1,0,1,0,"San Pedro","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"284",90746,NA,NA,NA,279,156,123,156,"Carson","CA",33.8574,-118.2563,NA,NA,NA,NA,NA,NA
"285",90747,NA,NA,NA,1,0,1,0,"Carson","CA",33.8671,-118.2538,NA,NA,NA,NA,NA,NA
"286",90748,NA,NA,NA,16,0,16,0,"Wilmington","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"287",90749,NA,NA,NA,13,0,13,0,"Carson","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"288",90755,NA,NA,NA,35,0,35,0,"Long Beach","CA",33.8018,-118.1687,NA,NA,NA,NA,NA,NA
"289",90804,NA,NA,NA,2,0,2,0,"Long Beach","CA",33.7835,-118.1518,NA,NA,NA,NA,NA,NA
"290",90805,NA,NA,NA,238,156,82,156,"Long Beach","CA",33.8659,-118.1836,NA,NA,NA,NA,NA,NA
"291",90807,NA,NA,NA,3,0,3,0,"Long Beach","CA",33.8284,-118.1824,NA,NA,NA,NA,NA,NA
"292",90822,NA,NA,NA,24,0,24,0,"Long Beach","CA",33.7761,-118.1185,NA,NA,NA,NA,NA,NA
"293",91001,NA,NA,NA,61,0,61,0,"Altadena","CA",34.1921,-118.1421,NA,NA,NA,NA,NA,NA
"294",91003,NA,NA,NA,0,0,0,0,"Altadena","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"295",91007,NA,NA,NA,30,0,30,0,"Arcadia","CA",34.127,-118.0522,NA,NA,NA,NA,NA,NA
"296",91008,NA,NA,NA,31,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",91009,NA,NA,NA,51,37,14,37,"Duarte","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
