"","ZIPCODE","Calls311","Shelters","Crime","TotalHomeless","TotalSheltered","TotalUnsheltered","YouthHomeless","city.x","state.x","LATITUDE.x","LONGITUDE.x","CRIME.CODE.DESCRIPTION","LOCATION","LATITUDE.y","LONGITUDE.y","city.y","state.y"
"1294",93403,NA,NA,NA,NA,NA,NA,NA,"San Luis Obispo","CA",35.3471,-120.4553,NA,NA,NA,NA,NA,NA
"1295",93405,NA,NA,NA,NA,NA,NA,NA,"San Luis Obispo","CA",35.2772,-120.7031,NA,NA,NA,NA,NA,NA
"1296",93406,NA,NA,NA,NA,NA,NA,NA,"San Luis Obispo","CA",35.3471,-120.4553,NA,NA,NA,NA,NA,NA
"1297",93407,NA,NA,NA,NA,NA,NA,NA,"San Luis Obispo","CA",35.3471,-120.4553,NA,NA,NA,NA,NA,NA
"1298",93408,NA,NA,NA,NA,NA,NA,NA,"San Luis Obispo","CA",35.3471,-120.4553,NA,NA,NA,NA,NA,NA
"1299",93409,NA,NA,NA,NA,NA,NA,NA,"San Luis Obispo","CA",35.2211,-120.6364,NA,NA,NA,NA,NA,NA
"1300",93410,NA,NA,NA,NA,NA,NA,NA,"San Luis Obispo","CA",35.3471,-120.4553,NA,NA,NA,NA,NA,NA
"1301",93412,NA,NA,NA,NA,NA,NA,NA,"Los Osos","CA",35.3471,-120.4553,NA,NA,NA,NA,NA,NA
"1302",93420,NA,NA,NA,NA,NA,NA,NA,"Arroyo Grande","CA",35.1197,-120.5512,NA,NA,NA,NA,NA,NA
"1303",93421,NA,NA,NA,NA,NA,NA,NA,"Arroyo Grande","CA",35.3471,-120.4553,NA,NA,NA,NA,NA,NA
"1304",93422,NA,NA,NA,NA,NA,NA,NA,"Atascadero","CA",35.4749,-120.676,NA,NA,NA,NA,NA,NA
"1305",93423,NA,NA,NA,NA,NA,NA,NA,"Atascadero","CA",35.4282,-120.7695,NA,NA,NA,NA,NA,NA
"1306",93424,NA,NA,NA,NA,NA,NA,NA,"Avila Beach","CA",35.1855,-120.7258,NA,NA,NA,NA,NA,NA
"1307",93426,NA,NA,NA,NA,NA,NA,NA,"Bradley","CA",35.8349,-120.9809,NA,NA,NA,NA,NA,NA
"1308",93427,NA,NA,NA,NA,NA,NA,NA,"Buellton","CA",34.613,-120.2051,NA,NA,NA,NA,NA,NA
"1309",93428,NA,NA,NA,NA,NA,NA,NA,"Cambria","CA",35.5632,-121.0774,NA,NA,NA,NA,NA,NA
"1310",93429,NA,NA,NA,NA,NA,NA,NA,"Casmalia","CA",34.8423,-120.5318,NA,NA,NA,NA,NA,NA
"1311",93430,NA,NA,NA,NA,NA,NA,NA,"Cayucos","CA",35.4593,-120.8895,NA,NA,NA,NA,NA,NA
"1312",93432,NA,NA,NA,NA,NA,NA,NA,"Creston","CA",35.4952,-120.4839,NA,NA,NA,NA,NA,NA
"1313",93433,NA,NA,NA,NA,NA,NA,NA,"Grover Beach","CA",35.1209,-120.6195,NA,NA,NA,NA,NA,NA
"1314",93434,NA,NA,NA,NA,NA,NA,NA,"Guadalupe","CA",34.9589,-120.5801,NA,NA,NA,NA,NA,NA
"1315",93435,NA,NA,NA,NA,NA,NA,NA,"Harmony","CA",35.5083,-121.0355,NA,NA,NA,NA,NA,NA
"1316",93436,NA,NA,NA,NA,NA,NA,NA,"Lompoc","CA",34.6397,-120.4471,NA,NA,NA,NA,NA,NA
"1317",93437,NA,NA,NA,NA,NA,NA,NA,"Lompoc","CA",34.7349,-120.5347,NA,NA,NA,NA,NA,NA
"1318",93438,NA,NA,NA,NA,NA,NA,NA,"Lompoc","CA",34.2628,-119.8486,NA,NA,NA,NA,NA,NA
"1319",93440,NA,NA,NA,NA,NA,NA,NA,"Los Alamos","CA",34.7547,-120.2703,NA,NA,NA,NA,NA,NA
"1320",93441,NA,NA,NA,NA,NA,NA,NA,"Los Olivos","CA",34.71,-120.092,NA,NA,NA,NA,NA,NA
"1321",93442,NA,NA,NA,NA,NA,NA,NA,"Morro Bay","CA",35.373,-120.8384,NA,NA,NA,NA,NA,NA
"1322",93443,NA,NA,NA,NA,NA,NA,NA,"Morro Bay","CA",35.3471,-120.4553,NA,NA,NA,NA,NA,NA
"1323",93444,NA,NA,NA,NA,NA,NA,NA,"Nipomo","CA",35.0324,-120.4945,NA,NA,NA,NA,NA,NA
"1324",93445,NA,NA,NA,NA,NA,NA,NA,"Oceano","CA",35.0976,-120.6133,NA,NA,NA,NA,NA,NA
"1325",93446,NA,NA,NA,NA,NA,NA,NA,"Paso Robles","CA",35.6406,-120.7042,NA,NA,NA,NA,NA,NA
"1326",93447,NA,NA,NA,NA,NA,NA,NA,"Paso Robles","CA",35.6648,-120.6454,NA,NA,NA,NA,NA,NA
"1327",93448,NA,NA,NA,NA,NA,NA,NA,"Pismo Beach","CA",35.3471,-120.4553,NA,NA,NA,NA,NA,NA
"1328",93449,NA,NA,NA,NA,NA,NA,NA,"Pismo Beach","CA",35.1509,-120.654,NA,NA,NA,NA,NA,NA
"1329",93450,NA,NA,NA,NA,NA,NA,NA,"San Ardo","CA",35.964,-120.8734,NA,NA,NA,NA,NA,NA
"1330",93451,NA,NA,NA,NA,NA,NA,NA,"San Miguel","CA",35.8181,-120.6365,NA,NA,NA,NA,NA,NA
"1331",93452,NA,NA,NA,NA,NA,NA,NA,"San Simeon","CA",35.6644,-121.2197,NA,NA,NA,NA,NA,NA
"1332",93453,NA,NA,NA,NA,NA,NA,NA,"Santa Margarita","CA",35.3231,-120.083,NA,NA,NA,NA,NA,NA
"1333",93454,NA,NA,NA,NA,NA,NA,NA,"Santa Maria","CA",34.9008,-120.3488,NA,NA,NA,NA,NA,NA
"1334",93455,NA,NA,NA,NA,NA,NA,NA,"Santa Maria","CA",34.8746,-120.4281,NA,NA,NA,NA,NA,NA
"1335",93456,NA,NA,NA,NA,NA,NA,NA,"Santa Maria","CA",35.0277,-120.1968,NA,NA,NA,NA,NA,NA
"1336",93457,NA,NA,NA,NA,NA,NA,NA,"Santa Maria","CA",34.8363,-120.5342,NA,NA,NA,NA,NA,NA
"1337",93458,NA,NA,NA,NA,NA,NA,NA,"Santa Maria","CA",34.9563,-120.4524,NA,NA,NA,NA,NA,NA
"1338",93460,NA,NA,NA,NA,NA,NA,NA,"Santa Ynez","CA",34.6269,-120.0661,NA,NA,NA,NA,NA,NA
"1339",93461,NA,NA,NA,NA,NA,NA,NA,"Shandon","CA",35.6362,-120.2719,NA,NA,NA,NA,NA,NA
"1340",93463,NA,NA,NA,NA,NA,NA,NA,"Solvang","CA",34.6089,-120.1384,NA,NA,NA,NA,NA,NA
"1341",93464,NA,NA,NA,NA,NA,NA,NA,"Solvang","CA",34.6744,-120.1115,NA,NA,NA,NA,NA,NA
"1342",93465,NA,NA,NA,NA,NA,NA,NA,"Templeton","CA",35.5446,-120.7243,NA,NA,NA,NA,NA,NA
"1343",93483,NA,NA,NA,NA,NA,NA,NA,"Grover Beach","CA",35.3471,-120.4553,NA,NA,NA,NA,NA,NA
"1344",93492,NA,NA,NA,NA,NA,NA,NA,"Morro Bay","CA",35.3729,-120.8594,NA,NA,NA,NA,NA,NA
"1345",93501,NA,NA,NA,NA,NA,NA,NA,"Mojave","CA",35.0454,-118.1614,NA,NA,NA,NA,NA,NA
"1346",93502,NA,NA,NA,NA,NA,NA,NA,"Mojave","CA",35.0682,-118.2248,NA,NA,NA,NA,NA,NA
"1347",93504,NA,NA,NA,NA,NA,NA,NA,"California City","CA",35.1871,-117.8854,NA,NA,NA,NA,NA,NA
"1348",93505,NA,NA,NA,NA,NA,NA,NA,"California City","CA",35.1393,-117.9147,NA,NA,NA,NA,NA,NA
"1349",93512,NA,NA,NA,NA,NA,NA,NA,"Benton","CA",37.5838,-118.2362,NA,NA,NA,NA,NA,NA
"1350",93513,NA,NA,NA,NA,NA,NA,NA,"Big Pine","CA",37.1363,-118.2734,NA,NA,NA,NA,NA,NA
"1351",93514,NA,NA,NA,NA,NA,NA,NA,"Bishop","CA",37.2822,-118.3872,NA,NA,NA,NA,NA,NA
"1352",93515,NA,NA,NA,NA,NA,NA,NA,"Bishop","CA",36.626,-117.2186,NA,NA,NA,NA,NA,NA
"1353",93516,NA,NA,NA,NA,NA,NA,NA,"Boron","CA",35.0307,-117.6726,NA,NA,NA,NA,NA,NA
"1354",93517,NA,NA,NA,NA,NA,NA,NA,"Bridgeport","CA",38.2105,-119.3197,NA,NA,NA,NA,NA,NA
"1355",93518,NA,NA,NA,NA,NA,NA,NA,"Caliente","CA",35.3816,-118.5475,NA,NA,NA,NA,NA,NA
"1356",93519,NA,NA,NA,NA,NA,NA,NA,"Cantil","CA",35.1774,-118.035,NA,NA,NA,NA,NA,NA
"1357",93522,NA,NA,NA,NA,NA,NA,NA,"Darwin","CA",36.2697,-117.59,NA,NA,NA,NA,NA,NA
"1358",93523,NA,NA,NA,NA,NA,NA,NA,"Edwards","CA",35.0444,-117.8578,NA,NA,NA,NA,NA,NA
"1359",93524,NA,NA,NA,NA,NA,NA,NA,"Edwards","CA",35.2944,-118.9052,NA,NA,NA,NA,NA,NA
"1360",93526,NA,NA,NA,NA,NA,NA,NA,"Independence","CA",36.8517,-118.2074,NA,NA,NA,NA,NA,NA
"1361",93527,NA,NA,NA,NA,NA,NA,NA,"Inyokern","CA",35.7344,-117.8931,NA,NA,NA,NA,NA,NA
"1362",93528,NA,NA,NA,NA,NA,NA,NA,"Johannesburg","CA",35.3662,-117.6362,NA,NA,NA,NA,NA,NA
"1363",93529,NA,NA,NA,NA,NA,NA,NA,"June Lake","CA",37.7652,-119.0777,NA,NA,NA,NA,NA,NA
"1364",93530,NA,NA,NA,NA,NA,NA,NA,"Keeler","CA",36.4958,-117.8829,NA,NA,NA,NA,NA,NA
"1365",93531,NA,NA,NA,NA,NA,NA,NA,"Keene","CA",35.2413,-118.5934,NA,NA,NA,NA,NA,NA
"1366",93540,NA,NA,NA,NA,NA,NA,NA,"Lake Isabella","CA",35.6035,-118.4764,NA,NA,NA,NA,NA,NA
"1367",93541,NA,NA,NA,NA,NA,NA,NA,"Lee Vining","CA",37.9732,-119.1203,NA,NA,NA,NA,NA,NA
"1368",93542,NA,NA,NA,NA,NA,NA,NA,"Little Lake","CA",36.626,-117.2186,NA,NA,NA,NA,NA,NA
"1369",93545,NA,NA,NA,NA,NA,NA,NA,"Lone Pine","CA",36.5895,-118.0737,NA,NA,NA,NA,NA,NA
"1370",93546,NA,NA,NA,NA,NA,NA,NA,"Mammoth Lakes","CA",37.6216,-118.8628,NA,NA,NA,NA,NA,NA
"1371",93549,NA,NA,NA,NA,NA,NA,NA,"Olancha","CA",36.2285,-117.9708,NA,NA,NA,NA,NA,NA
"1372",93554,NA,NA,NA,NA,NA,NA,NA,"Randsburg","CA",35.4091,-117.6997,NA,NA,NA,NA,NA,NA
"1373",93555,NA,NA,NA,NA,NA,NA,NA,"Ridgecrest","CA",35.5992,-117.6807,NA,NA,NA,NA,NA,NA
"1374",93556,NA,NA,NA,NA,NA,NA,NA,"Ridgecrest","CA",35.2944,-118.9052,NA,NA,NA,NA,NA,NA
"1375",93558,NA,NA,NA,NA,NA,NA,NA,"Red Mountain","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"1376",93561,NA,NA,NA,NA,NA,NA,NA,"Tehachapi","CA",35.1327,-118.5078,NA,NA,NA,NA,NA,NA
"1377",93562,NA,NA,NA,NA,NA,NA,NA,"Trona","CA",35.7644,-117.382,NA,NA,NA,NA,NA,NA
"1378",93564,NA,NA,NA,NA,NA,NA,NA,"Rosamond","CA",34.9002,-118.2467,NA,NA,NA,NA,NA,NA
"1379",93581,NA,NA,NA,NA,NA,NA,NA,"Tehachapi","CA",35.2944,-118.9052,NA,NA,NA,NA,NA,NA
"1380",93592,NA,NA,NA,NA,NA,NA,NA,"Trona","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"1381",93596,NA,NA,NA,NA,NA,NA,NA,"Boron","CA",35.2944,-118.9052,NA,NA,NA,NA,NA,NA
"1382",93601,NA,NA,NA,NA,NA,NA,NA,"Ahwahnee","CA",37.3887,-119.7244,NA,NA,NA,NA,NA,NA
"1383",93602,NA,NA,NA,NA,NA,NA,NA,"Auberry","CA",37.0773,-119.4298,NA,NA,NA,NA,NA,NA
"1384",93603,NA,NA,NA,NA,NA,NA,NA,"Badger","CA",36.6781,-118.9601,NA,NA,NA,NA,NA,NA
"1385",93604,NA,NA,NA,NA,NA,NA,NA,"Bass Lake","CA",37.3646,-119.5126,NA,NA,NA,NA,NA,NA
"1386",93605,NA,NA,NA,NA,NA,NA,NA,"Big Creek","CA",37.1915,-119.2637,NA,NA,NA,NA,NA,NA
"1387",93606,NA,NA,NA,NA,NA,NA,NA,"Biola","CA",36.8025,-120.019,NA,NA,NA,NA,NA,NA
"1388",93607,NA,NA,NA,NA,NA,NA,NA,"Burrel","CA",36.5898,-119.8994,NA,NA,NA,NA,NA,NA
"1389",93608,NA,NA,NA,NA,NA,NA,NA,"Cantua Creek","CA",36.5235,-120.3843,NA,NA,NA,NA,NA,NA
"1390",93609,NA,NA,NA,NA,NA,NA,NA,"Caruthers","CA",36.5346,-119.8359,NA,NA,NA,NA,NA,NA
"1391",93610,NA,NA,NA,NA,NA,NA,NA,"Chowchilla","CA",37.1004,-120.2786,NA,NA,NA,NA,NA,NA
"1392",93611,NA,NA,NA,NA,NA,NA,NA,"Clovis","CA",36.8401,-119.6611,NA,NA,NA,NA,NA,NA
"1393",93612,NA,NA,NA,NA,NA,NA,NA,"Clovis","CA",36.8135,-119.7083,NA,NA,NA,NA,NA,NA
"1394",93613,NA,NA,NA,NA,NA,NA,NA,"Clovis","CA",37.0365,-119.5117,NA,NA,NA,NA,NA,NA
"1395",93614,NA,NA,NA,NA,NA,NA,NA,"Coarsegold","CA",37.2065,-119.7207,NA,NA,NA,NA,NA,NA
"1396",93615,NA,NA,NA,NA,NA,NA,NA,"Cutler","CA",36.506,-119.2866,NA,NA,NA,NA,NA,NA
"1397",93616,NA,NA,NA,NA,NA,NA,NA,"Del Rey","CA",36.6573,-119.5931,NA,NA,NA,NA,NA,NA
"1398",93618,NA,NA,NA,NA,NA,NA,NA,"Dinuba","CA",36.538,-119.3889,NA,NA,NA,NA,NA,NA
"1399",93620,NA,NA,NA,NA,NA,NA,NA,"Dos Palos","CA",37.0296,-120.6401,NA,NA,NA,NA,NA,NA
"1400",93621,NA,NA,NA,NA,NA,NA,NA,"Dunlap","CA",36.775,-119.1378,NA,NA,NA,NA,NA,NA
"1401",93622,NA,NA,NA,NA,NA,NA,NA,"Firebaugh","CA",36.8,-120.58,NA,NA,NA,NA,NA,NA
"1402",93623,NA,NA,NA,NA,NA,NA,NA,"Fish Camp","CA",37.4632,-119.645,NA,NA,NA,NA,NA,NA
